61.917,57.167,58.917,59.833,51.5,52.25,59.417,58.167,57.75,60.75,62.25,58.75,60.083,53.667,54.417,64.167,60.417,52.583,58.25,61.667,55.5,56,57.583,61.583,58.333,53.167,54.833,66.333,65.583,58.667,53.5,55.917,57.917,60.583,54.583,64.5,58.417,52.833,62.583,54.667,65.5,53.833,51.5,62.917,61.667,52.833,54.417,52.333,56.917,64.333,69.917,57.167,49.083,61.333,60.667,60.667,64.333,64,58.5,55.5,58.417,64.417,62.5,47.917,49.333,56.25,65.417,57.5,57.917,49.333,59,58.5,61.667,52.25,54.75,54.75,58.167,50.75,59,56.667,59.083,56.417,59.917,59.5,56,57.667,67,54.167,56.417,59.75,65,57.5,64.833,54.583,61.917,65.25,59.083,63.083,62.167,49.75,59.417,60.417,51.833,55.833,64.167,52.75,60.917,58.917,58.417,57.167,54.25,55.333,63.167,58.833,57.417,67,53.833,61.167,59.5,54.167,52.167,53.833,55.333,61.833,57.25,60.167,58.417,63.833,66.75,62.75,62.417,64.417,60.083,56.333,57.333,61.667,58.75,52.583,51,61.417,55.583,57.667,56.167,57,57.417,56.75,52.583,66.583,56,57,61.5,62.833,69,57.25,55.667,59,59.417,56.75,62,55.5,57.833,56.833,56.583,60.833,56.75,63.833,59.583,52.333,60.833,54.333,63.417,65.167,53.167,53.583,65.333,57.75,62.583,67.25,61.5,53.25,55.5,61.75,57.167,64.167,57.833,60.083,60.25,61.333,58,49.917,60.75,60.083,64.833,59.083,63.083,58.5,55.167,59.417,58.167,56.583,62.833,62.167,57.417,60.333,66.75,59.917,61.833,62.417,65.417,62.083,58.667,57,64.583,59.833,58.833,62.5,56.083,60.333,56.417,60.667,64.5,53.583,56.25,60.75,52.667,55.75,60.333,65.25,56.583,62.083,59,64.833,64.167,62.5,63.083,65.5,61,56.167,62.167,48.417
59.083,61.917,51.583,56.917,54.833,55.417,65.167,60.5,49.25,52.833,63.167,49.917,64.083,49.333,61.667,65.667,60.833,58.917,63.833,57.083,57.583,50.167,58.75,60.75,54.167,58.333,56.917,65.083,59.833,55.333,67.583,58.667,58.75,62.5,53.167,55,56.833,52.083,57,60.25,57.25,61.833,64.333,60.083,66.417,60.833,53.25,56.5,59.083,57.083,50.25,61.333,65.333,58.833,59.5,54.417,67.917,57.5,60.667,59,60.333,60.75,58.333,64.417,65.083,63.333,58.417,55.833,56,61.417,54.333,54.667,57.75,57.667,58.417,55.25,58.833,63,54.417,56.833,57.667,58.667,55,62.25,59.667,59.083,56.5,64.583,56.833,59.417,61.5,54.667,63.167,62.583,50.5,51.167,64.333,60.25,57.417,54.25,58.25,58.417,52.583,62.25,61.333,56.417,57.833,61,58.417,63,64.333,51.75,55.833,59.583,59.167,61.75,59.917,60.583,60.333,57.417,61.25,58.5,58.667,59.917,59.667,56.5,60,59.5,55.083,56.667,57.667,59.083,63.167,61.917,67,63.417,53,60.75,60.75,52.5,62.917,57,58.167,62.417,60.583,62.25,57.583,65.167,64.167,58.25,52.083,58.25,61.333,53.75,56.833,60.583,52.25,57.333,57.333,57.083,55.417,58.75,60,59.25,55.667,67.917,56.25,52.667,60.5,54.417,65.333,63.667,61.083,57.333,60.75,57.75,54.583,54.75,53.25,58.917,56.583,56.333,62.167,54.667,56.583,60.167,56.917,56.917,56.083,60.417,63.417,60.5,56.5,56.25,57.667,62.75,56.417,55,54.167,60.5,57.583,60,62.833,63.5,50.75,59.167,63,62,56.333,68,64.417,49.917,52.083,54.667,67.917,59.75,59.833,61.417,55.833,58,55.083,57.833,60,61.667,58.167,64.5,66.75,63.25,56.583,57.417,61.583,66.75,54,61.167,62.417,63.75,54.25,58.167,59.417,56.833
61.167,60.917,54.75,59.75,69.667,64.833,62.417,54.25,53.833,60.25,62.417,51.25,59.75,57.667,63.5,63.333,57.5,62.417,55.167,62.583,57.75,56.417,61.917,61.917,59.25,66.333,64.083,58.417,58.583,57.833,55.667,46.833,61.583,59.167,54.417,61.667,59.083,54.5,49.917,57.75,59.917,61.333,51.25,62.667,56.417,64.5,51.917,59.833,54.75,58.583,57.417,61,65.083,53.667,59.083,53.583,58.167,57.083,52.75,57.083,56.667,49.583,53.25,54.167,58,57,55.75,60.333,51.5,60.417,56.417,55.5,59.083,64.917,62.583,59,62.333,60.083,65.667,57.583,58.25,58,55.25,51.833,61.5,55.667,64.5,55.083,60.833,61.583,59.083,59.25,59.583,54.417,50.833,51.75,53.833,58.417,55.917,56.75,54.75,54.833,60.333,61.417,54.083,58.083,62.75,55.5,52.583,53.333,57.917,60.417,57.417,56.083,54,59.167,55.333,61.667,59.917,60.917,57.667,55.083,61.5,61.333,54.083,53.083,53.917,57.25,61.667,54.833,53.667,61.417,55.833,58.417,55.5,55.083,56.667,52,55.083,60.583,60.583,58.5,58.333,59.917,59.667,64.667,62.25,63.083,53,68.333,61.5,57.25,63,47.833,53.833,63.667,58.75,55.083,59.583,62.25,53.833,57.417,55.667,65.667,58.667,62.167,54.917,57.75,57.083,59.167,56.333,59.417,60.583,57.167,62.75,60.25,52.917,51.667,56.75,66,62.667,59.167,57,58.583,64.417,60.5,63.083,56.75,65.75,55.583,51.333,58.5,61.583,56.583,53.833,51.5,55.417,64.583,60.583,60.333,57,58.833,57.5,59.667,55.75,56,67.583,55.417,53.333,58.583,50.75,59.583,50.25,51.25,63.25,63.75,65.167,60.917,60.25,68.083,56.5,59,64.75,57.167,60.583,64.583,62,68.667,57.667,59.583,64.25,58.667,60.333,50.583,63.417,55.5,61.25,64.333,60.75,62.417
62.333,53.083,56.583,58.333,61.583,57.667,56.25,65.667,52.5,62.667,57.833,63.917,54.333,62.833,58.417,60.25,54.5,58.083,55,60.917,53.75,61.667,54.5,59.917,59.75,54.25,55.667,63.5,58.417,56.5,56.333,57.583,59.25,60.75,54.5,52.333,58.917,60,56.25,56.667,56.25,55.5,58.917,54.833,59.5,59.5,53,51.917,58.5,56,55.333,63.917,63.333,63.583,58.5,60.333,63.333,61.083,63.833,61.5,59.75,63,61.333,54.667,60.333,59.583,54.25,61.667,56.667,56.5,56.167,58.25,57.167,64,60.25,54.917,54.5,54.417,64.833,60.417,59.583,56.75,58.167,59.417,60.333,57.917,63.75,53.333,57.083,58.667,57.583,58.583,54.75,53.667,58.333,62.5,60,63.75,61.167,56.667,66.75,55.833,51.917,55.167,61.333,57.333,58.25,56.833,62.667,56.25,71.25,64.417,52.583,58.333,53.333,67.5,65.75,58.833,60.583,61.417,60.083,61.75,58.667,59.583,56.25,63.917,52.75,55.833,61,60.5,59.667,59.5,64.583,58.417,60.417,60.25,57.917,53.917,58,60.333,57.833,56.167,53.75,54.25,61.417,50.25,53.417,57.417,58.583,60.917,58,62.583,56.333,55.083,58.667,58.667,58.667,56.333,62.417,60,56.917,53.083,60,52.333,58.25,67.333,57.083,58.75,59.167,59.667,46.917,54.583,60,60.167,57.417,62.833,54.75,50.75,60.75,54.917,56.583,65.417,57.167,55.25,62.5,59.583,62.5,59.5,60.167,54.833,54.167,56.583,55.667,51.917,60.417,53.583,63.167,58.417,59.917,56.167,55.833,64.333,61.917,66.667,59.5,64,60.167,63.667,59.583,62.75,61.417,61,58.167,62.333,64.917,58.667,62.583,55.5,57.667,59.083,60.417,60.75,64.75,62.167,61.833,60.667,60.583,67.417,58.417,60.417,58.75,57.167,60.417,56.833,57.417,62.167,59.083,59.333,57.333,58.417
53.083,55.75,63.417,54.75,62.833,57.417,59.75,60.417,58.333,50.917,58.167,61.75,57.167,61.25,64.333,60.917,59.167,52.583,62.583,62.583,54,65.583,61.833,54.417,59.667,63.333,57.917,51.917,60.583,56.75,60.75,55.5,57.417,54,64.333,55.167,58.583,58.917,55.833,56.167,62.333,60.667,64.333,55.833,60.917,59.833,54.917,53.167,63.083,70.333,55.5,57,55.75,54.917,59.167,64.917,60.917,54.917,57.167,64,61.75,56,54.667,63.583,54.5,56.583,52.083,53.833,58.583,53.917,58.417,57.833,51.5,54.25,60.25,59.333,54.583,59.917,50,66.583,65.25,57.25,51.333,52.083,58.75,60.083,57.083,51.833,59,55.25,60.417,58,64.333,56.333,58.583,55.75,57.667,56.083,52.417,58.417,55.75,54.5,56.833,59.75,59.417,55,60.833,55.083,55.75,58.667,64.417,50.167,56,62.75,51.583,59.167,54.083,58.083,58.583,57.833,57.417,58.25,56.667,58.417,55.583,55.917,54.833,63.25,59.5,58.333,53.917,69.833,59.167,54.083,57.333,59.25,70.583,65.083,60.417,53.25,64.667,63.25,65.833,63.417,54.583,54.75,58.167,62.25,61.333,56.333,59.583,61.917,52.667,63.917,61.083,60.083,53.25,51,56.75,55.5,59.333,59.75,58.833,60.667,60.917,62.75,62.167,63.833,61.833,63,60.833,59,67.833,68.917,64.667,50.833,58.75,49.417,55.583,52.417,57.083,52.917,60.75,64.5,68.083,60.75,56.333,52.5,54.083,58,59.333,58.833,56.917,60.583,59.25,61.417,56.667,60.833,57.75,63.083,61.5,57.167,60.583,62.167,59.083,55.75,58.833,59,61.917,64.917,60.833,59.667,58.583,64.417,63.833,62.5,55.833,65.5,58.75,56.417,59.917,56.167,67.667,53.083,48.25,60,66.583,66.25,57.333,60.833,64.25,59.5,59.5,56,59.083,61.25,63.667,62.583,59.667,56.333
65.25,59.417,66.75,58,61.5,58.25,55.833,54,60.083,59.75,60,61.833,56.75,56.333,62.583,59.333,56.167,60.833,55.667,64.167,53.583,61.75,63.833,57.5,52.75,60.833,54.917,58.417,65.083,58.083,54.667,59.333,55.333,57.917,65.5,55.333,55.417,56.833,56.667,65.167,60.5,56.167,52.75,53.417,60.25,58.167,59.083,59.667,52.417,60.25,51,61.75,59.75,52.333,56.833,62.917,56.667,53,47.5,52.417,59.833,61.667,61.333,61.417,57,57.333,61.5,58.25,51.167,55,58.083,64.167,51.917,57.083,56.083,61.75,63.25,57.75,55,55.583,61,57,55.833,60.083,60.75,51.583,55.583,59.333,53.083,61.583,61.583,62.417,55,57.083,62.917,53.083,58.5,60.833,61,59.667,59.417,60.667,54.667,51.583,66.333,56.417,60.75,59.833,55.167,62.5,56.083,58.5,59.583,56.667,52.583,53.75,49,58,58.583,61.833,60.25,64.667,55.667,56.5,57.833,64.667,55.583,64.083,60.917,61.833,53.417,60,61.75,60,59.833,63.167,51.833,56.667,54.583,55.167,59.583,49.917,61.417,52.917,59.417,62.417,63.417,59.583,64.75,60.667,67.167,58.5,57.333,57.75,63.5,51.25,61.167,61.583,56,52.417,52.083,57.5,63.167,61.583,68.833,63.833,55.75,60.167,63.417,58.25,64.083,61.583,56.417,51.75,58,57.5,54,58.583,53.833,62.583,68.25,56.75,62.75,63.167,58.75,60.583,62.333,62.083,60.667,59.5,60.083,58.5,55.833,60.417,61.083,55.667,59.917,57,62.75,58.25,49.333,59.333,59.917,62.25,61.417,56.583,62.5,62.417,61.333,59.917,60.917,61.167,61.917,67.167,56.75,61.833,56.917,56.417,57.917,61.667,62.5,56.667,65.667,64.5,52.083,56.5,59.5,56.5,58.417,57.833,54.5,55.25,60.917,60.5,62.333,54.083,65.5,54.833,65.417,65.167
63,69.417,61.417,50.167,56.083,60.75,54.5,50.833,60.083,60.417,52.25,55.083,62.417,57.667,61.25,60.833,52.833,52.583,59,55.833,66.75,53.25,57.333,63.75,60.083,57.833,54.25,61.833,58.833,57.25,53.25,56.833,51.417,55.667,57.083,57.667,57.667,62.333,53.667,69.333,55.75,53.667,58.333,62.917,54.5,56.5,54.417,58,63.083,57.083,61.083,56.583,49.917,56.833,62.833,56.667,64.667,55.333,62.833,60.25,55.417,63.833,55.167,60.583,62.917,59.917,50.417,54.083,50.167,64.583,55.083,60.75,55.667,58.25,58.75,56.917,58.75,51.5,54.583,59.833,61.167,60.583,55.333,64.75,63.333,53,59.5,62.583,52.667,57,62.5,62.25,59.333,48.75,52.667,58.583,56.667,56.75,54.833,60.5,61.583,54.333,64.667,58.5,52.583,63.417,63.333,58.5,59.667,56.833,60.333,63.75,57.667,57.833,57.5,51.667,60.083,59.583,57.5,63.083,59.583,61.417,58.75,59.667,58,53.833,59.917,67.917,61.5,58.583,60.333,64.417,60.25,58,50.333,62.5,60.583,57.083,64.917,59.917,53.75,52.75,57.333,60.667,55.083,56.167,61.667,57,61.75,54,53.417,57.667,57.333,53.833,64.25,63.75,54.667,59.167,61.917,59.917,50.5,49.75,59.25,58.25,62.667,67.917,53.5,60.833,58.75,62.417,53.167,58.25,53.083,64.5,59.167,66.75,62.167,57.75,56.083,59.917,60.5,66,56.917,62.333,59.917,58.75,59.583,66.5,59.917,62.25,55.417,65.833,61.167,66,59.333,59.5,54.083,63.083,60.583,60.5,58.667,66.083,65.667,58.417,56.75,64.25,61.5,51.167,61.5,67.083,59.667,60.083,54.75,59.25,60.5,59.833,58.833,64.5,57.917,55,63.917,59.25,66.667,63.25,67.917,54.917,58.25,62.583,61.417,57.5,52.333,62.083,57.917,52.75,57.5,60.833,66.25,56.333,62,64.083
57.75,51.917,55.833,63.75,57.25,59.167,55.5,54.333,55.417,61.667,55.75,66.083,56.417,63.25,61.333,61.167,54.917,59,65.417,52.833,56.333,58.083,65.667,51.75,56.833,61.167,55.167,62.25,60.333,58.083,59.5,54.917,59,56.5,53.917,55.667,65.75,62.417,57.25,58.167,52.75,59.083,59.5,63.25,56.417,57.833,60.417,61.667,50.25,57.667,54.417,55.25,54,55.5,60.25,60.583,69.583,56.75,53.333,59.167,64.333,54.833,62.917,58.917,65.5,57.667,58.083,54.667,61.75,59.333,55,64.917,57,56,59,61.333,57.167,61,61,60.417,50.083,58.083,63.333,58.333,53.583,58.917,62.5,53.5,58.583,64.5,57.833,53.75,55.25,57.083,60.75,59,54.5,60.333,60.333,57.833,55.083,66.167,52.667,56.917,62.5,59.417,64.083,58.25,57,62,64,57.25,55.583,58.667,52.583,53.917,54.917,55,63.667,58.5,53.833,54.167,65.25,59.833,56.833,55.667,63.167,51.25,53,55.5,54.5,64.167,54.417,55.75,54.667,56.75,58.75,62.25,55.917,55.917,57.583,52.833,58.917,60.917,64,52,62.917,49,59.333,56.083,61.417,61.833,54.583,54.25,58.667,59.417,59.25,63.583,63.25,57.667,64.5,57.667,55.75,66.167,62.333,56.583,61.583,65.583,57.417,56.167,63.333,47.083,55.667,60.917,60.083,63.333,56.25,60.833,59.75,55.75,57.333,57.25,63.333,57.417,70.083,60.333,52.25,60.833,57.667,65.333,57.167,61.5,62.75,54.083,52.75,56.167,50.167,54.917,58.25,66.583,60.917,65.75,59.083,56.25,54.417,59.667,54.333,56.833,51.833,58.417,59.167,56.333,57.083,56.917,52.75,56.5,63.25,61.167,62.417,64.833,63,60.917,56.083,57.833,64.75,56.5,64.667,64.167,61.5,62.75,64.75,63.833,57,59.417,59.5,66.417,56.167,60.25,59.833,54.583
55.833,53.917,61.25,51.917,59.167,59.25,61.25,58.917,49.667,57.583,57.25,60.25,56.333,54.25,53.833,58,62.75,54.417,59.25,58.167,56.5,56,52.083,55.25,61.417,58.5,63.083,62.75,56.417,61.833,59.333,54.25,63.583,61.5,63.25,65.167,60.333,59.833,64.167,64.25,62.583,61.333,59.333,58,54.5,59.583,62.083,60,60.083,58.25,58,58.25,62.583,67.167,61.083,57.417,58.833,57.333,64.667,56.417,53,64.333,64.167,64,56.5,58.417,61.25,56.75,53.5,59,63.833,60.583,55,53.917,54.75,55.667,57.583,52.75,54.917,61.167,61.25,63.917,59.167,57.75,54.5,51.667,61.083,55.833,58.167,65.583,57.083,48.333,54.167,54.833,59.167,61,59.25,58.333,56.583,56.167,58.667,56.167,59.917,57.333,60.583,69.75,68.917,65.667,59.917,50.25,54.333,53.583,50.083,63.917,54.917,57.667,49.833,53.167,60.083,62.583,57.25,57.25,61.333,62.917,54,66.833,59.167,65.833,57.833,60.75,62.833,67.583,58.833,61.417,54.083,56.167,55.917,56.75,60.333,58.083,56.917,68.5,53.833,54.333,53,59.167,60.75,51.5,59.583,57.417,59.5,54.5,58.25,52.917,55.667,56.083,56.75,58.333,57.75,58.25,53.667,54.167,60.833,60.667,64.833,55.833,57.333,62.833,58.667,59.333,60.667,61.583,55.667,56,56.333,61.667,57.667,53,63,57.583,55.417,58.75,67,51.167,59,55.25,61.333,56.667,58,56.75,58.167,50.667,55.5,54.5,57.417,56.417,59.25,55.75,60.75,60.583,56.417,47.75,55.833,60.167,58.667,57.75,60.333,56.167,61.417,65.833,49,53.083,59.75,59.583,64.083,60.75,57.833,52.5,62.167,56.25,58.583,54.75,60.167,60.167,64.583,54.417,58.75,61.333,58.583,62.5,60.75,59.333,51.833,61.333,60.167,60.083,68.333,58.833,51.333,60.583
56.25,62.5,55.833,61.833,59.083,54.083,59.833,55,55.583,58,57.75,57.333,55.583,61.25,60.5,59.667,57.333,65.833,62.5,60.333,61.167,57.333,57.5,59.167,58.333,54.75,57.833,62.833,61.667,60.583,58.167,55.917,58.083,63.417,53.417,49.583,64.5,56.167,66.5,61.333,59.583,58.25,59.917,64.5,60.333,52,53,57.167,55,63.25,52.5,65.083,54.417,63.667,60,57.917,58.5,56.417,58.5,63.333,58.5,56.583,65.333,57.5,56.917,60.333,59.167,65.083,53.25,61.75,61.167,57,60.75,56.333,65.5,62.833,59.667,60.75,55.417,59.25,52.5,54.583,50.417,65.083,59.25,54.083,59.75,54.667,60.75,58.833,57,63.917,57.667,50.25,63,59.417,68.75,55.5,53.167,61.417,58.083,59.917,60.917,53.333,65.417,59.083,57.25,59.667,67.25,53.5,61.25,57.333,59.917,55.333,61.583,64.417,60.833,55.333,63.083,58.25,54.083,59.417,59.417,65.417,58.583,58,58.917,62.333,55.75,60.083,60.333,61.167,53.75,65.167,51.5,59.167,58.583,58,52.5,58.667,57.917,53,55.75,68.75,51.667,53.667,55.75,58.25,56.417,64,56.5,54.917,55.583,54.667,61.917,52.667,53.417,65.583,52.75,58,49.083,54.5,51.583,52.083,57.583,55.667,57.917,65.417,63.333,57.083,57.25,62.833,55,56.333,52.75,59.333,58.667,60.167,66.417,63.5,61.25,55.833,56.583,55.917,61.167,54.5,56.167,63.917,64.083,59.167,55.75,67.083,57.917,53.75,54,51.917,59,54.917,54,58.667,55.083,55.75,59.75,59.833,56.75,56.917,61.167,51.167,57.917,55.833,59.333,58.75,63.667,55.167,59.083,58,61.25,65.417,57.167,61.167,56.25,65.833,60.25,65.5,62.25,54.333,60.333,57.5,57.333,55.5,62.083,64.833,58.5,55.667,60.417,57.583,60.833,59.667,57.75,62.583
